wc_ratio,additive_type,additive_pct,plastic_type,replacement_pct,particle_size_mm,curing_temp_c,curing_days,compressive_strength_mpa,flexural_strength_mpa,split_tensile_mpa,density_kgm3,water_absorption_pct,thermal_conductivity_wm,durability_index,source_doi,study_type,mix_id
0.3632286995515695,fly_ash,14.389799635701275,None,0.0,,20.0,7.0,52.01,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00478
0.3632286995515695,fly_ash,14.389799635701275,None,0.0,,20.0,7.0,38.02,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00479
0.3632286995515695,fly_ash,14.389799635701275,None,0.0,,20.0,7.0,39.3,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00480
0.3632286995515695,fly_ash,14.389799635701275,None,0.0,,20.0,56.0,61.07,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00481
0.3632286995515695,fly_ash,14.389799635701275,None,0.0,,20.0,56.0,56.14,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00482
0.3632286995515695,fly_ash,14.389799635701275,None,0.0,,20.0,56.0,55.25,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00483
0.3632286995515695,fly_ash,14.389799635701275,None,0.0,,20.0,56.0,54.77,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00484
0.40568475452196384,fly_ash,18.7624750499002,None,0.0,,20.0,28.0,50.24,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00485
0.40568475452196384,fly_ash,18.7624750499002,None,0.0,,20.0,28.0,46.68,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00486
0.40568475452196384,fly_ash,18.7624750499002,None,0.0,,20.0,28.0,46.68,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00487
0.40568475452196384,fly_ash,18.7624750499002,None,0.0,,20.0,3.0,22.75,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00488
0.40568475452196384,fly_ash,18.7624750499002,None,0.0,,20.0,3.0,25.51,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00489
0.40568475452196384,fly_ash,18.7624750499002,None,0.0,,20.0,3.0,34.77,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00490
0.40568475452196384,fly_ash,18.7624750499002,None,0.0,,20.0,7.0,36.84,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00491
0.40568475452196384,fly_ash,18.7624750499002,None,0.0,,20.0,7.0,45.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00492
0.40568475452196384,fly_ash,18.7624750499002,None,0.0,,20.0,7.0,41.67,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00493
0.40568475452196384,fly_ash,18.7624750499002,None,0.0,,20.0,56.0,56.34,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00494
0.40568475452196384,fly_ash,18.7624750499002,None,0.0,,20.0,56.0,47.97,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00495
0.40568475452196384,fly_ash,18.7624750499002,None,0.0,,20.0,56.0,61.46,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00496
0.4084507042253521,fly_ash,20.59447983014862,None,0.0,,20.0,28.0,44.03,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00497
0.4084507042253521,fly_ash,20.59447983014862,None,0.0,,20.0,28.0,55.45,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00498
0.42769857433808556,fly_ash,19.21875,None,0.0,,20.0,28.0,55.55,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00499
0.4093686354378819,fly_ash,19.21875,None,0.0,,20.0,28.0,57.92,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00500
0.42769857433808556,fly_ash,19.21875,None,0.0,,20.0,3.0,25.61,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00501
0.42769857433808556,fly_ash,19.21875,None,0.0,,20.0,7.0,33.49,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00502
0.42769857433808556,fly_ash,19.21875,None,0.0,,20.0,56.0,59.59,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00503
0.4093686354378819,fly_ash,19.21875,None,0.0,,20.0,3.0,29.55,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00504
0.4093686354378819,fly_ash,19.21875,None,0.0,,20.0,7.0,37.92,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00505
0.4093686354378819,fly_ash,19.21875,None,0.0,,20.0,56.0,61.86,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00506
0.419811320754717,fly_ash,22.837370242214533,None,0.0,,20.0,28.0,62.05,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00507
0.419811320754717,fly_ash,22.837370242214533,None,0.0,,20.0,3.0,32.01,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00508
0.39622641509433965,fly_ash,22.837370242214533,None,0.0,,20.0,28.0,72.1,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00509
0.419811320754717,fly_ash,22.837370242214533,None,0.0,,20.0,7.0,39.0,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00510
0.419811320754717,fly_ash,22.837370242214533,None,0.0,,20.0,56.0,65.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00511
0.39622641509433965,fly_ash,22.837370242214533,None,0.0,,20.0,3.0,32.11,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00512
0.39622641509433965,fly_ash,22.837370242214533,None,0.0,,20.0,7.0,40.29,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00513
0.39622641509433965,fly_ash,22.837370242214533,None,0.0,,20.0,56.0,74.36,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00514
1.0198019801980198,fly_ash,39.83050847457627,None,0.0,,20.0,28.0,21.97,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00515
1.0198019801980198,fly_ash,39.83050847457627,None,0.0,,20.0,3.0,9.85,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00516
1.0198019801980198,fly_ash,39.83050847457627,None,0.0,,20.0,7.0,15.07,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00517
1.0198019801980198,fly_ash,39.83050847457627,None,0.0,,20.0,56.0,23.25,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00518
0.6302816901408451,fly_ash,32.04545454545455,None,0.0,,20.0,28.0,43.73,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00519
0.6302816901408451,fly_ash,32.04545454545455,None,0.0,,20.0,3.0,13.4,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00520
0.6302816901408451,fly_ash,32.04545454545455,None,0.0,,20.0,7.0,24.13,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00521
0.6302816901408451,fly_ash,32.04545454545455,None,0.0,,20.0,56.0,44.52,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00522
0.42896935933147634,fly_ash,27.167630057803464,None,0.0,,20.0,28.0,62.94,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00523
0.42896935933147634,fly_ash,27.167630057803464,None,0.0,,20.0,28.0,59.49,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00524
0.42896935933147634,fly_ash,27.167630057803464,None,0.0,,20.0,3.0,25.12,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00525
0.42896935933147634,fly_ash,27.167630057803464,None,0.0,,20.0,3.0,23.64,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00526
0.42896935933147634,fly_ash,27.167630057803464,None,0.0,,20.0,7.0,35.75,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00527
0.42896935933147634,fly_ash,27.167630057803464,None,0.0,,20.0,7.0,38.61,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00528
0.42896935933147634,fly_ash,27.167630057803464,None,0.0,,20.0,56.0,68.75,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00529
0.42896935933147634,fly_ash,27.167630057803464,None,0.0,,20.0,56.0,66.78,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00530
0.5,none,0.0,None,0.0,,20.0,28.0,23.85,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00531
0.6643598615916955,none,0.0,None,0.0,,20.0,90.0,32.07,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00532
0.6643598615916955,none,0.0,None,0.0,,20.0,3.0,11.65,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00533
0.48854961832061067,none,0.0,None,0.0,,20.0,3.0,19.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00534
0.48854961832061067,none,0.0,None,0.0,,20.0,90.0,48.85,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00535
0.48854961832061067,none,0.0,None,0.0,,20.0,28.0,39.6,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00536
0.4,none,0.0,None,0.0,,20.0,28.0,43.94,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00537
0.4,none,0.0,None,0.0,,20.0,7.0,34.57,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00538
0.4,none,0.0,None,0.0,,20.0,90.0,54.32,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00539
0.4,none,0.0,None,0.0,,20.0,3.0,24.4,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00540
0.5765765765765766,none,0.0,None,0.0,,20.0,3.0,15.62,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00541
0.7529411764705882,none,0.0,None,0.0,,20.0,90.0,21.86,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00542
0.7529411764705882,none,0.0,None,0.0,,20.0,7.0,10.22,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00543
0.6643598615916955,none,0.0,None,0.0,,20.0,7.0,14.6,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00544
0.7529411764705882,none,0.0,None,0.0,,20.0,28.0,18.75,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00545
0.5765765765765766,none,0.0,None,0.0,,20.0,28.0,31.97,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00546
0.5765765765765766,none,0.0,None,0.0,,20.0,7.0,23.4,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00547
0.6643598615916955,none,0.0,None,0.0,,20.0,28.0,25.57,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00548
0.5765765765765766,none,0.0,None,0.0,,20.0,90.0,41.68,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00549
0.48854961832061067,none,0.0,None,0.0,,20.0,7.0,27.74,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00550
0.7529411764705882,none,0.0,None,0.0,,20.0,3.0,8.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00551
1.1693954659949621,none,0.0,None,0.0,,20.0,7.0,9.62,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00552
0.7750417362270451,none,0.0,None,0.0,,20.0,7.0,25.42,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00553
0.7795969773299748,none,0.0,None,0.0,,20.0,7.0,15.69,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00554
1.0208905992303463,none,0.0,None,0.0,,20.0,28.0,27.94,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00555
0.9596899224806201,none,0.0,None,0.0,,20.0,28.0,32.63,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00556
0.7268101761252446,none,0.0,None,0.0,,20.0,7.0,17.24,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00557
0.6807184750733137,none,0.0,None,0.0,,20.0,7.0,19.77,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00558
0.7750417362270451,none,0.0,None,0.0,,20.0,28.0,39.44,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00559
0.8410326086956521,none,0.0,None,0.0,,20.0,28.0,25.75,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00560
0.46775818639798483,none,0.0,None,0.0,,20.0,28.0,33.08,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00561
0.48549019607843136,none,0.0,None,0.0,,20.0,7.0,24.07,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00562
0.8813478879924063,none,0.0,None,0.0,,20.0,7.0,21.82,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00563
1.1693954659949621,none,0.0,None,0.0,,20.0,28.0,21.07,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00564
0.627789046653144,none,0.0,None,0.0,,20.0,7.0,14.84,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00565
0.7268101761252446,none,0.0,None,0.0,,20.0,28.0,32.05,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00566
0.9125307125307125,none,0.0,None,0.0,,20.0,7.0,11.96,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00567
0.46775818639798483,none,0.0,None,0.0,,20.0,7.0,25.45,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00568
0.4868904037755637,none,0.0,None,0.0,,20.0,28.0,22.49,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00569
0.627789046653144,none,0.0,None,0.0,,20.0,28.0,25.22,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00570
0.8144736842105262,none,0.0,None,0.0,,20.0,28.0,39.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00571
0.8410326086956521,none,0.0,None,0.0,,20.0,7.0,13.09,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00572
0.5874723188864283,none,0.0,None,0.0,,20.0,28.0,38.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00573
1.3684598378776713,none,0.0,None,0.0,,20.0,7.0,7.51,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00574
0.7799244015119697,none,0.0,None,0.0,,20.0,28.0,17.58,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00575
0.5474646226415094,none,0.0,None,0.0,,20.0,7.0,21.18,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00576
1.3684598378776713,none,0.0,None,0.0,,20.0,28.0,18.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00577
0.9596899224806201,none,0.0,None,0.0,,20.0,7.0,17.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00578
0.9125307125307125,none,0.0,None,0.0,,20.0,28.0,22.63,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00579
0.6399035148173673,none,0.0,None,0.0,,20.0,7.0,21.86,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00580
1.0208905992303463,none,0.0,None,0.0,,20.0,7.0,12.37,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00581
1.0904286553141513,none,0.0,None,0.0,,20.0,28.0,25.73,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00582
0.8813478879924063,none,0.0,None,0.0,,20.0,28.0,37.81,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00583
0.8144736842105262,none,0.0,None,0.0,,20.0,7.0,21.92,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00584
0.6399035148173673,none,0.0,None,0.0,,20.0,28.0,33.04,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00585
0.4868904037755637,none,0.0,None,0.0,,20.0,7.0,14.54,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00586
0.7795969773299748,none,0.0,None,0.0,,20.0,28.0,26.91,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00587
0.9973147153598282,none,0.0,None,0.0,,20.0,7.0,8.0,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00588
0.5474646226415094,none,0.0,None,0.0,,20.0,28.0,31.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00589
0.7799244015119697,none,0.0,None,0.0,,20.0,7.0,10.34,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00590
0.7354455445544554,none,0.0,None,0.0,,20.0,28.0,19.77,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00591
0.48549019607843136,none,0.0,None,0.0,,20.0,28.0,37.44,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00592
0.7354455445544554,none,0.0,None,0.0,,20.0,7.0,11.48,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00593
0.5874723188864283,none,0.0,None,0.0,,20.0,7.0,24.44,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00594
0.9973147153598282,none,0.0,None,0.0,,20.0,28.0,17.6,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00595
1.0904286553141513,none,0.0,None,0.0,,20.0,7.0,10.73,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00596
0.6807184750733137,none,0.0,None,0.0,,20.0,28.0,31.38,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00597
0.5811209439528023,none,0.0,None,0.0,,20.0,3.0,13.22,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00598
0.5811209439528023,none,0.0,None,0.0,,20.0,7.0,20.97,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00599
0.5811209439528023,none,0.0,None,0.0,,20.0,14.0,27.04,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00600
0.5811209439528023,none,0.0,None,0.0,,20.0,28.0,32.04,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00601
0.5811209439528023,none,0.0,None,0.0,,20.0,90.0,35.17,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00602
0.5811209439528023,none,0.0,None,0.0,,20.0,180.0,36.45,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00603
0.5811209439528023,none,0.0,None,0.0,,20.0,365.0,38.89,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00604
0.8220338983050848,none,0.0,None,0.0,,20.0,3.0,6.47,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00605
0.8220338983050848,none,0.0,None,0.0,,20.0,14.0,12.84,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00606
0.8220338983050848,none,0.0,None,0.0,,20.0,28.0,18.42,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00607
0.8220338983050848,none,0.0,None,0.0,,20.0,90.0,21.95,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00608
0.8177966101694916,none,0.0,None,0.0,,20.0,180.0,24.1,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00609
0.8177966101694916,none,0.0,None,0.0,,20.0,365.0,25.08,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00610
0.6895306859205776,none,0.0,None,0.0,,20.0,14.0,21.26,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00611
0.6895306859205776,none,0.0,None,0.0,,20.0,28.0,25.97,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00612
0.6895306859205776,none,0.0,None,0.0,,20.0,3.0,11.36,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00613
0.6895306859205776,none,0.0,None,0.0,,20.0,90.0,31.25,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00614
0.6895306859205776,none,0.0,None,0.0,,20.0,180.0,32.33,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00615
0.6895306859205776,none,0.0,None,0.0,,20.0,360.0,33.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00616
0.7795275590551181,none,0.0,None,0.0,,20.0,3.0,9.31,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00617
0.7795275590551181,none,0.0,None,0.0,,20.0,90.0,26.94,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00618
0.7795275590551181,none,0.0,None,0.0,,20.0,180.0,27.63,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00619
0.7795275590551181,none,0.0,None,0.0,,20.0,365.0,29.79,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00620
0.6286644951140065,none,0.0,None,0.0,,20.0,180.0,34.49,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00621
0.6286644951140065,none,0.0,None,0.0,,20.0,365.0,36.15,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00622
0.6286644951140065,none,0.0,None,0.0,,20.0,3.0,12.54,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00623
0.6286644951140065,none,0.0,None,0.0,,20.0,28.0,27.53,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00624
0.6286644951140065,none,0.0,None,0.0,,20.0,90.0,32.92,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00625
0.8177966101694916,none,0.0,None,0.0,,20.0,7.0,9.99,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00626
0.9,none,0.0,None,0.0,,20.0,7.0,7.84,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00627
0.9,none,0.0,None,0.0,,20.0,28.0,12.25,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00628
0.8044444444444444,none,0.0,None,0.0,,20.0,7.0,11.17,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00629
0.8044444444444444,none,0.0,None,0.0,,20.0,28.0,17.34,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00630
0.5661538461538461,none,0.0,None,0.0,,20.0,7.0,17.54,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00631
0.5661538461538461,none,0.0,None,0.0,,20.0,28.0,30.57,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00632
0.6654545454545454,none,0.0,None,0.0,,20.0,7.0,14.2,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00633
0.6654545454545454,none,0.0,None,0.0,,20.0,28.0,24.5,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00634
0.6133333333333333,none,0.0,None,0.0,,20.0,7.0,15.58,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00635
0.6133333333333333,none,0.0,None,0.0,,20.0,28.0,26.85,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00636
0.496,none,0.0,None,0.0,,20.0,7.0,26.06,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00637
0.496,none,0.0,None,0.0,,20.0,28.0,38.21,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00638
0.4675,none,0.0,None,0.0,,20.0,28.0,43.7,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00639
0.4675,none,0.0,None,0.0,,20.0,7.0,30.14,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00640
0.728,none,0.0,None,0.0,,20.0,7.0,12.73,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00641
0.728,none,0.0,None,0.0,,20.0,28.0,20.87,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00642
0.5314285714285715,none,0.0,None,0.0,,20.0,7.0,20.28,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00643
0.5314285714285715,none,0.0,None,0.0,,20.0,28.0,34.29,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00644
1.0,none,0.0,None,0.0,,20.0,7.0,19.54,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00645
0.8133493205435652,none,0.0,None,0.0,,20.0,90.0,47.71,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00646
1.2229299363057324,none,0.0,None,0.0,,20.0,90.0,43.38,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00647
1.4401981599433828,none,0.0,None,0.0,,20.0,28.0,29.89,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00648
1.2200239808153477,none,0.0,None,0.0,,20.0,3.0,6.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00649
1.6598694942903753,none,0.0,None,0.0,,20.0,90.0,33.19,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00650
1.10657966286025,none,0.0,None,0.0,,20.0,3.0,4.9,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00651
1.8823529411764706,none,0.0,None,0.0,,20.0,3.0,4.57,,,,,,,10.1061/(ASCE)0899-1561(1998)10:1(52),pretraining,mix_00652
