row_id,generation_method,plastic_type,replacement_pct,particle_size_mm,wc_ratio,additive_type,additive_pct,curing_temp_c,curing_days,compressive_strength_mpa,flexural_strength_mpa,split_tensile_mpa,density_kgm3,water_absorption_pct,thermal_conductivity_wm,durability_index,cement_kgm3,water_kgm3,fine_agg_kgm3,coarse_agg_kgm3,plastic_mass_kgm3,additive_mass_kgm3,co2_cement_kgm3,co2_water_kgm3,co2_sand_kgm3,co2_coarse_kgm3,co2_plastic_kgm3,co2_additive_kgm3,embodied_carbon_kgco2e_m3,baseline_concrete_co2,co2_saving_kgco2e_m3,co2_saving_pct,plastic_diversion_kg_m3,pet_bottle_equiv,is_516_grade,is_516_compliant,is_1237_compliant,is_1237_cs_margin_mpa,is_1237_wa_margin_pct,is_2185_pt1_compliant,is_2185_cs_margin_mpa,is_2185_pt2_compliant,is_5816_compliant,nbc_2016_structural,nbc_2016_nonstructural,bis_overall_pass,n_standards_passed,igbc_recycled_content_credit,igbc_regional_materials_credit,igbc_indoor_air_credit,igbc_total_credits,griha_embodied_energy_point,griha_waste_management_point,griha_material_criterion_pts,leed_bpdo_credit,leed_construction_waste_credit,leed_total_points,total_green_credits,score_carbon_component,score_plastic_diversion_comp,score_recycled_content_comp,score_bis_compliance_comp,score_green_rating_comp,sustainability_score,sustainability_grade,top_negative_factor,remediation_action_1,remediation_action_2,remediation_action_3,estimated_score_gain
M3_00614,physics_formula,PET,17.07,7.31,0.438,silica_fume,3.06,36.1,28,36.929,3.373,3.538,2249.2,3.106,0.9148,68.9,371.28,162.62,563.92,1210.0,235.57,11.72,323.7563,0.0488,2.7068,5.808,-310.9471,0.1641,21.5369,365.71,344.1731,94.1109,235.57,9422,M30,1,0,6.929,-2.106,1,33.429,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,8.535,6.429,8.571,78.53,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00615,physics_formula,Mixed,18.5,1.69,0.466,fly_ash,12.23,62.5,28,40.669,4.008,3.796,2195.1,4.12,0.9896,74.49,336.16,156.65,554.2,1210.0,203.5,46.84,293.1307,0.047,2.6602,5.808,-223.85,0.1874,77.9833,365.71,287.7267,78.6762,203.5,8140,M30,1,0,10.669,-3.12,1,37.169,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,29.695,25.0,9.25,6.429,8.571,78.94,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00616,physics_formula,PET,16.57,13.68,0.429,fly_ash,13.1,35.4,28,38.379,3.594,3.739,2195.3,4.328,0.955,72.52,332.83,142.78,567.32,1210.0,228.67,50.17,290.2251,0.0428,2.7232,5.808,-301.8391,0.2007,-2.8393,365.71,368.5493,100.7764,228.67,9146,M30,1,0,8.379,-3.328,1,34.879,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,8.285,6.429,8.571,78.28,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00617,physics_formula,PET,12.22,7.59,0.374,fibres,11.09,68.8,28,50.706,7.466,4.951,2331.6,3.59,1.0642,90.01,340.53,127.36,596.9,1210.0,168.64,42.47,296.9381,0.0382,2.8651,5.808,-222.5995,0.0,83.0499,365.71,282.6601,77.2908,168.64,6745,M30,1,0,20.706,-2.59,1,47.206,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,29.375,21.08,6.11,6.429,8.571,71.56,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00618,physics_formula,HDPE,37.92,9.48,0.444,fibres,18.75,73.2,28,30.813,4.602,3.032,1869.2,4.219,0.7093,67.5,311.19,138.17,422.14,1210.0,364.03,71.81,271.3555,0.0415,2.0263,5.808,-436.8384,0.0,-157.6072,365.71,523.3172,143.0962,364.03,14561,M30,1,0,0.813,-3.219,1,27.313,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,18.96,6.429,8.571,88.96,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00619,physics_formula,Mixed,29.94,7.88,0.522,fibres,6.18,63.6,28,33.741,4.86,3.183,2033.8,6.923,0.7984,65.45,359.33,187.57,476.41,1210.0,329.34,23.67,313.3363,0.0563,2.2868,5.808,-362.274,0.0,-40.7867,365.71,406.4967,111.1527,329.34,13173,M30,1,0,3.741,-5.923,1,30.241,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,14.97,6.429,8.571,84.97,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00620,physics_formula,Mixed,7.9,7.98,0.413,none,0.0,24.9,7,36.006,3.254,3.266,2283.2,4.345,1.0981,46.44,383.0,158.18,626.28,1210.0,86.9,0.0,333.976,0.0475,3.0061,5.808,-95.59,0.0,247.2476,365.71,118.4624,32.3924,86.9,3476,M30,1,0,6.006,-3.345,1,32.506,0,0,1,0,1,3,1,1,0,2,1,0,1,0,1,1,4,19.014,10.863,3.95,6.429,5.714,45.97,C,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00621,physics_formula,LDPE,18.84,3.99,0.551,fibres,9.16,60.5,28,32.343,4.098,3.017,2102.8,6.695,0.7992,58.52,347.92,191.7,551.89,1210.0,173.33,35.08,303.3838,0.0575,2.6491,5.808,-216.66,0.0,95.2384,365.71,270.4716,73.958,173.33,6933,M30,1,0,2.343,-5.695,1,28.843,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,28.606,21.666,9.42,6.429,7.143,73.26,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00622,physics_formula,PP,7.84,9.52,0.428,fly_ash,19.22,51.1,14,40.409,4.143,3.672,2280.1,3.772,1.0531,67.06,309.39,132.42,626.69,1210.0,70.95,73.61,269.7858,0.0397,3.0081,5.808,-83.7234,0.2945,195.2127,365.71,170.4973,46.6209,70.95,2838,M30,1,0,10.409,-2.772,1,36.909,0,0,1,0,1,3,1,0,0,1,1,0,1,0,0,0,2,22.297,8.869,3.92,6.429,2.857,44.37,C,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00623,physics_formula,Mixed,10.68,4.92,0.393,none,0.0,48.5,28,43.782,4.572,3.959,2246.9,2.761,0.9605,82.07,383.0,150.52,607.38,1210.0,117.48,0.0,333.976,0.0452,2.9154,5.808,-129.228,0.0,213.5166,365.71,152.1934,41.6159,117.48,4699,M30,1,0,13.782,-1.761,1,40.282,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,21.142,14.685,5.34,6.429,8.571,56.17,C,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00624,physics_formula,HDPE,16.53,10.44,0.408,silica_fume,13.89,24.6,14,36.235,3.669,3.22,2196.7,3.385,1.105,68.62,329.8,134.56,567.6,1210.0,158.69,53.2,287.5867,0.0404,2.7245,5.808,-190.4256,0.7448,106.4787,365.71,259.2313,70.8844,158.69,6347,M30,1,0,6.235,-2.385,1,32.735,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,27.896,19.836,8.265,6.429,8.571,71.0,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00625,physics_formula,HDPE,22.24,6.23,0.424,none,0.0,27.1,7,30.101,2.632,2.676,2075.3,4.718,0.8413,46.74,383.0,162.39,528.77,1210.0,213.5,0.0,333.976,0.0487,2.5381,5.808,-256.2048,0.0,86.166,365.71,279.544,76.4387,213.5,8540,M30,1,0,0.101,-3.718,1,26.601,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,29.178,25.0,11.12,6.429,8.571,80.3,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00626,physics_formula,PP,28.72,5.44,0.496,fly_ash,7.28,71.1,28,32.036,3.214,3.084,1972.1,3.857,0.7006,64.4,355.12,176.14,484.7,1210.0,259.92,27.88,309.6625,0.0528,2.3266,5.808,-306.7009,0.1115,11.2606,365.71,354.4494,96.9209,259.92,10396,M30,1,0,2.036,-2.857,1,28.536,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,30.0,25.0,14.36,6.429,7.143,82.93,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00627,physics_formula,PP,23.64,6.75,0.533,fly_ash,4.49,59.1,14,29.684,3.018,2.827,2075.2,4.416,0.7252,52.62,365.8,194.97,519.25,1210.0,213.94,17.2,318.9805,0.0585,2.4924,5.808,-252.4516,0.0688,74.9566,365.71,290.7534,79.5038,213.94,8557,M25,1,0,-0.316,-3.416,1,26.184,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,29.885,25.0,11.82,6.429,7.143,80.28,A,water_absorption_pct,Reduce wc_ratio from current to 0.40 to cut water absorption,Increase additive to 15% silica_fume to densify matrix,Reduce replacement_pct by 5-10% to boost CS above 30 MPa,8.0
M3_00628,physics_formula,LDPE,21.43,8.17,0.536,fibres,19.84,49.5,28,30.134,4.314,2.541,2108.7,6.904,0.8247,62.87,307.01,164.56,534.28,1210.0,197.16,75.99,267.7152,0.0494,2.5645,5.808,-246.445,0.0,29.6921,365.71,336.0179,91.881,197.16,7886,M30,1,0,0.134,-5.904,1,26.634,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,30.0,24.645,10.715,6.429,7.143,78.93,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00629,physics_formula,LDPE,27.94,6.29,0.375,silica_fume,7.66,27.0,56,36.197,3.487,3.37,2040.9,2.726,0.7045,72.27,353.66,132.62,490.01,1210.0,257.05,29.34,308.3934,0.0398,2.352,5.808,-321.31,0.4107,-4.306,365.71,370.016,101.1774,257.05,10281,M30,1,0,6.197,-1.726,1,32.697,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,30.0,25.0,13.97,6.429,7.143,82.54,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00630,physics_formula,PET,18.34,7.65,0.554,fly_ash,4.6,68.0,7,32.442,3.096,3.242,2223.1,5.79,0.9,46.01,365.38,202.42,555.29,1210.0,253.09,17.62,318.6131,0.0607,2.6654,5.808,-334.0814,0.0705,-6.8638,365.71,372.5738,101.8768,253.09,10123,M30,1,0,2.442,-4.79,1,28.942,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,9.17,6.429,8.571,79.17,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00631,physics_formula,Mixed,33.61,10.54,0.568,silica_fume,9.22,39.9,56,27.992,3.069,2.729,1959.1,4.763,0.7287,63.71,347.69,197.49,451.45,1210.0,369.71,35.31,303.1834,0.0592,2.167,5.808,-406.681,0.4944,-94.969,365.71,460.679,125.9684,369.71,14788,M25,1,0,-2.008,-3.763,1,24.492,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,16.805,6.429,8.571,86.81,A,water_absorption_pct,Reduce wc_ratio from current to 0.40 to cut water absorption,Increase additive to 15% silica_fume to densify matrix,Reduce replacement_pct by 5-10% to boost CS above 30 MPa,8.0
M3_00632,physics_formula,HDPE,26.42,7.81,0.539,silica_fume,17.92,54.8,90,36.994,4.005,3.71,2011.9,4.434,0.8229,76.24,314.37,169.44,500.34,1210.0,253.63,68.63,274.1275,0.0508,2.4017,5.808,-304.3584,0.9609,-21.0095,365.71,386.7195,105.7449,253.63,10145,M30,1,0,6.994,-3.434,1,33.494,0,1,1,0,1,4,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,13.21,8.571,8.571,85.35,A,sustainability_score,Increase replacement_pct from 26.42% to 31.42%,Switch additive_type to silica_fume if not already,Extend curing_days to 28 for maximum strength gain,3.0
M3_00633,physics_formula,PP,11.27,13.61,0.386,none,0.0,31.6,28,35.545,3.79,3.463,2280.6,4.214,1.0236,66.25,383.0,147.84,603.36,1210.0,101.99,0.0,333.976,0.0444,2.8961,5.808,-120.3523,0.0,222.3722,365.71,143.3378,39.1944,101.99,4079,M30,1,0,5.545,-3.214,1,32.045,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,20.583,12.749,5.635,6.429,7.143,52.54,C,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00634,physics_formula,PVC,2.1,14.57,0.453,fibres,14.81,27.2,14,35.052,4.674,3.239,2405.3,5.153,1.1698,62.34,326.28,147.8,665.72,1210.0,29.4,56.72,284.5142,0.0443,3.1955,5.808,-27.93,0.0,265.632,365.71,100.078,27.3654,29.4,1176,M30,1,0,5.052,-4.153,1,31.552,0,0,1,0,1,3,0,0,0,0,1,0,1,0,0,0,1,17.854,3.675,1.05,6.429,1.429,30.44,D,replacement_pct,Increase replacement_pct to 15%: diversion reaches ~83 kg/m3,Switch to Mixed plastic type for higher volume at lower cost,Use larger particle_size to maintain workability at higher pct,6.0
M3_00635,physics_formula,Mixed,11.39,3.53,0.631,none,0.0,24.4,28,28.44,2.422,2.426,2263.3,9.355,1.0524,41.81,383.0,241.67,602.55,1210.0,125.29,0.0,333.976,0.0725,2.8922,5.808,-137.819,0.0,204.9297,365.71,160.7803,43.9639,125.29,5011,M25,1,0,-1.56,-8.355,1,24.94,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,21.684,15.661,5.695,6.429,8.571,58.04,C,water_absorption_pct,Reduce wc_ratio from current to 0.40 to cut water absorption,Increase additive to 15% silica_fume to densify matrix,Reduce replacement_pct by 5-10% to boost CS above 30 MPa,8.0
M3_00636,physics_formula,HDPE,19.75,9.18,0.543,fly_ash,11.07,40.7,28,31.199,3.164,3.058,2111.4,4.661,0.8558,69.93,340.6,184.95,545.7,1210.0,189.6,42.4,297.0049,0.0555,2.6194,5.808,-227.52,0.1696,78.1373,365.71,287.5727,78.6341,189.6,7584,M30,1,0,1.199,-3.661,1,27.699,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,29.685,23.7,9.875,6.429,8.571,78.26,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00637,physics_formula,HDPE,17.02,1.96,0.519,fibres,28.73,26.3,28,35.992,4.84,3.784,2172.7,5.987,0.9471,66.93,272.96,141.67,564.26,1210.0,163.39,110.04,238.0247,0.0425,2.7085,5.808,-196.0704,0.0,50.5133,365.71,315.1967,86.1876,163.39,6535,M30,1,0,5.992,-4.987,1,32.492,0,1,1,0,1,4,1,1,0,2,1,1,2,1,1,2,6,30.0,20.424,8.51,8.571,8.571,76.08,B,sustainability_score,Increase replacement_pct from 17.02% to 22.02%,Switch additive_type to silica_fume if not already,Extend curing_days to 28 for maximum strength gain,3.0
M3_00638,physics_formula,LDPE,14.37,12.41,0.59,fibres,15.05,30.5,28,31.048,4.662,3.064,2203.0,9.108,0.9493,60.16,325.36,191.96,582.28,1210.0,132.2,57.64,283.7126,0.0576,2.795,5.808,-165.255,0.0,127.1182,365.71,238.5918,65.2407,132.2,5288,M30,1,0,1.048,-8.108,1,27.548,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,26.594,16.525,7.185,6.429,7.143,63.88,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00639,physics_formula,PP,1.36,12.22,0.499,none,0.0,58.0,90,42.866,3.706,3.886,2408.8,7.399,1.1325,63.04,383.0,191.12,670.75,1210.0,12.31,0.0,333.976,0.0573,3.2196,5.808,-14.5234,0.0,328.5375,365.71,37.1725,10.1645,12.31,492,M30,1,0,12.866,-6.399,1,39.366,0,0,1,0,1,3,0,0,0,0,1,0,1,0,0,0,1,13.884,1.539,0.68,6.429,1.429,23.96,D,replacement_pct,Increase replacement_pct to 15%: diversion reaches ~83 kg/m3,Switch to Mixed plastic type for higher volume at lower cost,Use larger particle_size to maintain workability at higher pct,6.0
M3_00640,physics_formula,PP,26.74,4.91,0.486,silica_fume,14.87,41.5,7,31.95,3.569,2.819,2026.9,4.159,0.7411,60.16,326.05,158.46,498.17,1210.0,242.0,56.95,284.3138,0.0475,2.3912,5.808,-285.5565,0.7973,7.8014,365.71,357.9086,97.8668,242.0,9679,M30,1,0,1.95,-3.159,1,28.45,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,30.0,25.0,13.37,6.429,7.143,81.94,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00641,physics_formula,HDPE,23.92,15.86,0.552,fly_ash,23.09,24.5,14,24.836,3.375,2.584,2035.8,4.982,0.9023,52.89,294.57,162.6,517.34,1210.0,229.63,88.43,256.8609,0.0488,2.4833,5.808,-275.5584,0.3537,-10.0037,365.71,375.7137,102.7354,229.63,9185,M20,1,0,-5.164,-3.982,1,21.336,0,1,1,0,1,4,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,11.96,8.571,8.571,84.1,A,water_absorption_pct,Reduce wc_ratio from current to 0.40 to cut water absorption,Increase additive to 15% silica_fume to densify matrix,Reduce replacement_pct by 5-10% to boost CS above 30 MPa,8.0
M3_00642,physics_formula,Mixed,27.36,8.2,0.396,silica_fume,2.34,55.1,7,35.218,3.93,3.382,2055.8,2.617,0.7426,59.99,374.04,148.12,493.95,1210.0,300.96,8.96,326.161,0.0444,2.371,5.808,-331.056,0.1255,3.4538,365.71,362.2562,99.0556,300.96,12038,M30,1,0,5.218,-1.617,1,31.718,0,0,1,0,1,3,1,1,0,2,1,1,2,1,1,2,6,30.0,25.0,13.68,6.429,8.571,83.68,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00643,physics_formula,Mixed,8.65,16.21,0.489,fly_ash,8.38,52.2,28,39.367,3.837,3.834,2269.9,4.178,1.1634,69.75,350.9,171.59,621.18,1210.0,95.15,32.1,305.9888,0.0515,2.9817,5.808,-104.665,0.1284,210.2933,365.71,155.4167,42.4972,95.15,3806,M30,1,0,9.367,-3.178,1,35.867,0,0,1,0,1,3,1,1,0,2,1,0,1,0,1,1,4,21.346,11.894,4.325,6.429,5.714,49.71,C,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00644,physics_formula,LDPE,18.08,3.28,0.55,none,0.0,46.3,14,30.077,2.775,2.957,2136.7,6.173,0.7662,43.82,383.0,210.65,557.06,1210.0,166.34,0.0,333.976,0.0632,2.6739,5.808,-207.92,0.0,134.6011,365.71,231.1089,63.1946,166.34,6653,M30,1,0,0.077,-5.173,1,26.577,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,26.122,20.793,9.04,6.429,7.143,69.53,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00645,physics_formula,PVC,29.63,7.9,0.514,fly_ash,24.64,50.8,28,31.562,3.198,3.069,2121.3,3.497,0.8821,71.58,288.63,148.36,478.52,1210.0,414.82,94.37,251.6843,0.0445,2.2969,5.808,-394.079,0.3775,-133.8678,365.71,499.5778,136.6049,414.82,16592,M30,1,0,1.562,-2.497,1,28.062,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,30.0,25.0,14.815,6.429,7.143,83.39,A,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00646,physics_formula,PP,18.6,4.0,0.507,fly_ash,26.43,38.4,28,34.129,3.267,3.402,2132.1,4.968,0.8295,71.75,281.77,142.86,553.52,1210.0,168.33,101.23,245.7061,0.0429,2.6569,5.808,-198.6294,0.4049,55.9894,365.71,309.7206,84.6902,168.33,6733,M30,1,0,4.129,-3.968,1,30.629,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,30.0,21.041,9.3,6.429,7.143,73.91,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00647,physics_formula,PP,9.38,8.21,0.465,fibres,9.23,27.5,14,33.613,4.93,3.141,2241.6,5.547,0.9268,53.14,347.65,161.66,616.22,1210.0,84.89,35.35,303.15,0.0485,2.9578,5.808,-100.169,0.0,211.7953,365.71,153.9147,42.0865,84.89,3395,M30,1,0,3.613,-4.547,1,30.113,0,0,1,0,1,3,1,0,0,1,1,0,1,0,1,1,3,21.251,10.611,4.69,6.429,4.286,47.27,C,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00648,physics_formula,Mixed,10.09,2.41,0.521,fibres,7.65,40.3,56,41.704,5.259,4.226,2278.3,7.144,1.0247,65.88,353.7,184.28,611.39,1210.0,110.99,29.3,308.4268,0.0553,2.9347,5.808,-122.089,0.0,195.1358,365.71,170.5742,46.6419,110.99,4439,M30,1,0,11.704,-6.144,1,38.204,0,1,1,0,1,4,1,1,0,2,1,1,2,1,1,2,6,22.302,13.874,5.045,8.571,8.571,58.36,C,sustainability_score,Increase replacement_pct from 10.09% to 15.09%,Switch additive_type to silica_fume if not already,Extend curing_days to 28 for maximum strength gain,3.0
M3_00649,physics_formula,PP,11.62,5.91,0.472,silica_fume,20.26,27.2,90,42.231,4.15,4.075,2214.9,4.347,0.9934,87.94,305.4,144.15,600.98,1210.0,105.16,77.6,266.3125,0.0432,2.8847,5.808,-124.09,1.0863,152.0448,365.71,213.6652,58.4248,105.16,4206,M30,1,0,12.231,-3.347,1,38.731,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,25.021,13.145,5.81,6.429,7.143,57.55,C,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00650,physics_formula,PP,19.55,10.06,0.428,fibres,18.01,34.0,28,33.54,4.528,3.197,2156.2,3.717,0.9235,78.66,314.02,134.4,547.06,1210.0,176.93,68.98,273.8269,0.0403,2.6259,5.808,-208.7745,0.0,73.5267,365.71,292.1833,79.8948,176.93,7077,M30,1,0,3.54,-2.717,1,30.04,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,29.976,22.116,9.775,6.429,7.143,75.44,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00651,physics_formula,PVC,10.4,12.41,0.529,silica_fume,6.86,51.1,56,37.795,3.808,3.834,2281.0,5.596,1.0242,67.41,356.73,188.71,609.28,1210.0,145.6,26.27,311.0652,0.0566,2.9245,5.808,-138.32,0.3678,181.9022,365.71,183.8078,50.2605,145.6,5824,M30,1,0,7.795,-4.596,1,34.295,0,1,1,0,1,4,1,0,0,1,1,1,2,1,1,2,5,23.137,18.2,5.2,8.571,7.143,62.25,B,sustainability_score,Increase replacement_pct from 10.4% to 15.4%,Switch additive_type to silica_fume if not already,Extend curing_days to 28 for maximum strength gain,3.0
M3_00652,physics_formula,PVC,12.8,6.66,0.471,fly_ash,14.42,59.7,90,43.468,4.18,3.957,2252.0,3.867,0.9962,82.8,327.77,154.38,592.96,1210.0,179.2,55.23,285.8167,0.0463,2.8462,5.808,-170.24,0.2209,124.4981,365.71,241.2119,65.9572,179.2,7168,M30,1,0,13.468,-2.867,1,39.968,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,26.759,22.4,6.4,6.429,7.143,69.13,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
M3_00653,physics_formula,PP,14.93,5.45,0.39,fly_ash,17.57,52.8,14,46.538,4.111,4.577,2198.6,2.955,0.9681,77.61,315.71,123.13,578.48,1210.0,135.12,67.29,275.2964,0.0369,2.7767,5.808,-159.4375,0.2692,124.7497,365.71,240.9603,65.8883,135.12,5404,M30,1,0,16.538,-1.955,1,43.038,0,0,1,0,1,3,1,0,0,1,1,1,2,1,1,2,5,26.743,16.89,7.465,6.429,7.143,64.67,B,split_tensile_mpa,Add fibres additive at 5-10%: fibres add 0.5-1.5 MPa STS,Reduce wc_ratio to 0.40: lower w/c improves tensile strength,Use PET or HDPE fibres specifically: better bond than granular,5.0
